"date","home.team","home.score","away.team","away.score"
2016-08-19,"La Coruna",2,"Eibar",1
2016-08-19,"Malaga",1,"Osasuna",1
2016-08-20,"Barcelona",6,"Betis",2
2016-08-20,"Granada",1,"Villarreal",1
2016-08-20,"Sevilla",6,"Espanol",4
2016-08-21,"Ath Madrid",1,"Alaves",1
2016-08-21,"Sociedad",0,"Real Madrid",3
2016-08-21,"Sp Gijon",2,"Ath Bilbao",1
2016-08-22,"Celta",0,"Leganes",1
2016-08-22,"Valencia",2,"Las Palmas",4
2016-08-26,"Betis",0,"La Coruna",0
2016-08-26,"Espanol",2,"Malaga",2
2016-08-27,"Eibar",1,"Valencia",0
2016-08-27,"Leganes",0,"Ath Madrid",0
2016-08-27,"Osasuna",0,"Sociedad",2
2016-08-27,"Real Madrid",2,"Celta",1
2016-08-28,"Alaves",0,"Sp Gijon",0
2016-08-28,"Ath Bilbao",0,"Barcelona",1
2016-08-28,"Las Palmas",5,"Granada",1
2016-08-28,"Villarreal",0,"Sevilla",0
2016-09-09,"Sociedad",1,"Espanol",1
2016-09-10,"Barcelona",1,"Alaves",2
2016-09-10,"Celta",0,"Ath Madrid",4
2016-09-10,"Malaga",0,"Villarreal",2
2016-09-10,"Real Madrid",5,"Osasuna",2
2016-09-10,"Sevilla",2,"Las Palmas",1
2016-09-11,"Granada",1,"Eibar",2
2016-09-11,"La Coruna",0,"Ath Bilbao",1
2016-09-11,"Sp Gijon",2,"Leganes",1
2016-09-11,"Valencia",2,"Betis",3
2016-09-16,"Betis",2,"Granada",2
2016-09-17,"Ath Madrid",5,"Sp Gijon",0
2016-09-17,"Eibar",1,"Sevilla",1
2016-09-17,"Las Palmas",1,"Malaga",0
2016-09-17,"Leganes",1,"Barcelona",5
2016-09-18,"Ath Bilbao",2,"Valencia",1
2016-09-18,"Espanol",0,"Real Madrid",2
2016-09-18,"Osasuna",0,"Celta",0
2016-09-18,"Villarreal",2,"Sociedad",1
2016-09-19,"Alaves",0,"La Coruna",0
2016-09-20,"Malaga",2,"Eibar",1
2016-09-20,"Sevilla",1,"Betis",0
2016-09-21,"Barcelona",1,"Ath Madrid",1
2016-09-21,"Celta",2,"Sp Gijon",1
2016-09-21,"Granada",1,"Ath Bilbao",2
2016-09-21,"Real Madrid",1,"Villarreal",1
2016-09-21,"Sociedad",4,"Las Palmas",1
2016-09-22,"La Coruna",1,"Leganes",2
2016-09-22,"Osasuna",1,"Espanol",2
2016-09-22,"Valencia",2,"Alaves",1
2016-09-23,"Betis",1,"Malaga",0
2016-09-24,"Ath Bilbao",3,"Sevilla",1
2016-09-24,"Eibar",2,"Sociedad",0
2016-09-24,"Las Palmas",2,"Real Madrid",2
2016-09-24,"Sp Gijon",0,"Barcelona",5
2016-09-25,"Ath Madrid",1,"La Coruna",0
2016-09-25,"Espanol",0,"Celta",2
2016-09-25,"Leganes",1,"Valencia",2
2016-09-25,"Villarreal",3,"Osasuna",1
2016-09-26,"Alaves",3,"Granada",1
2016-09-30,"Sociedad",1,"Betis",0
2016-10-01,"Granada",0,"Leganes",1
2016-10-01,"La Coruna",2,"Sp Gijon",1
2016-10-01,"Osasuna",2,"Las Palmas",2
2016-10-01,"Sevilla",2,"Alaves",1
2016-10-02,"Celta",4,"Barcelona",3
2016-10-02,"Espanol",0,"Villarreal",0
2016-10-02,"Malaga",2,"Ath Bilbao",1
2016-10-02,"Real Madrid",1,"Eibar",1
2016-10-02,"Valencia",0,"Ath Madrid",2
2016-10-14,"Las Palmas",0,"Espanol",0
2016-10-15,"Ath Madrid",7,"Granada",1
2016-10-15,"Barcelona",4,"La Coruna",0
2016-10-15,"Betis",1,"Real Madrid",6
2016-10-15,"Leganes",2,"Sevilla",3
2016-10-16,"Alaves",1,"Malaga",1
2016-10-16,"Ath Bilbao",3,"Sociedad",2
2016-10-16,"Sp Gijon",1,"Valencia",2
2016-10-16,"Villarreal",5,"Celta",0
2016-10-17,"Eibar",2,"Osasuna",3
2016-10-21,"Osasuna",1,"Betis",2
2016-10-22,"Espanol",3,"Eibar",3
2016-10-22,"Granada",0,"Sp Gijon",0
2016-10-22,"Sociedad",3,"Alaves",0
2016-10-22,"Valencia",2,"Barcelona",3
2016-10-23,"Celta",4,"La Coruna",1
2016-10-23,"Malaga",4,"Leganes",0
2016-10-23,"Real Madrid",2,"Ath Bilbao",1
2016-10-23,"Sevilla",1,"Ath Madrid",0
2016-10-23,"Villarreal",2,"Las Palmas",1
2016-10-28,"Leganes",0,"Sociedad",2
2016-10-29,"Alaves",1,"Real Madrid",4
2016-10-29,"Ath Madrid",4,"Malaga",2
2016-10-29,"Barcelona",1,"Granada",0
2016-10-29,"Sp Gijon",1,"Sevilla",1
2016-10-30,"Ath Bilbao",1,"Osasuna",1
2016-10-30,"Betis",0,"Espanol",1
2016-10-30,"Eibar",2,"Villarreal",1
2016-10-30,"Las Palmas",3,"Celta",3
2016-10-31,"La Coruna",1,"Valencia",1
2016-11-04,"Malaga",3,"Sp Gijon",2
2016-11-05,"Granada",1,"La Coruna",1
2016-11-05,"Las Palmas",1,"Eibar",0
2016-11-05,"Osasuna",0,"Alaves",1
2016-11-05,"Sociedad",2,"Ath Madrid",0
2016-11-06,"Celta",2,"Valencia",1
2016-11-06,"Espanol",0,"Ath Bilbao",0
2016-11-06,"Real Madrid",3,"Leganes",0
2016-11-06,"Sevilla",1,"Barcelona",2
2016-11-06,"Villarreal",2,"Betis",0
2016-11-18,"Betis",2,"Las Palmas",0
2016-11-19,"Ath Madrid",0,"Real Madrid",3
2016-11-19,"Barcelona",0,"Malaga",0
2016-11-19,"Eibar",1,"Celta",0
2016-11-19,"La Coruna",2,"Sevilla",3
2016-11-20,"Alaves",0,"Espanol",1
2016-11-20,"Ath Bilbao",1,"Villarreal",0
2016-11-20,"Sp Gijon",1,"Sociedad",3
2016-11-20,"Valencia",1,"Granada",1
2016-11-21,"Leganes",2,"Osasuna",0
2016-11-25,"Eibar",3,"Betis",1
2016-11-26,"Espanol",3,"Leganes",0
2016-11-26,"Malaga",4,"La Coruna",3
2016-11-26,"Real Madrid",2,"Sp Gijon",1
2016-11-26,"Sevilla",2,"Valencia",1
2016-11-27,"Celta",3,"Granada",1
2016-11-27,"Osasuna",0,"Ath Madrid",3
2016-11-27,"Sociedad",1,"Barcelona",1
2016-11-27,"Villarreal",0,"Alaves",2
2016-11-28,"Las Palmas",3,"Ath Bilbao",1
2016-12-03,"Ath Madrid",0,"Espanol",0
2016-12-03,"Barcelona",1,"Real Madrid",1
2016-12-03,"Granada",2,"Sevilla",1
2016-12-03,"Leganes",0,"Villarreal",0
2016-12-04,"Alaves",1,"Las Palmas",1
2016-12-04,"Ath Bilbao",3,"Eibar",1
2016-12-04,"Betis",3,"Celta",3
2016-12-04,"Sp Gijon",3,"Osasuna",1
2016-12-04,"Valencia",2,"Malaga",2
2016-12-05,"La Coruna",5,"Sociedad",1
2016-12-09,"Malaga",1,"Granada",1
2016-12-10,"Las Palmas",1,"Leganes",1
2016-12-10,"Osasuna",0,"Barcelona",3
2016-12-10,"Real Madrid",3,"La Coruna",2
2016-12-10,"Sociedad",3,"Valencia",2
2016-12-11,"Betis",1,"Ath Bilbao",0
2016-12-11,"Celta",0,"Sevilla",3
2016-12-11,"Eibar",0,"Alaves",0
2016-12-11,"Espanol",2,"Sp Gijon",1
2016-12-12,"Villarreal",3,"Ath Madrid",0
2016-12-16,"Alaves",1,"Betis",0
2016-12-17,"Ath Madrid",1,"Las Palmas",0
2016-12-17,"Granada",0,"Sociedad",2
2016-12-17,"Sevilla",4,"Malaga",1
2016-12-17,"Sp Gijon",1,"Villarreal",3
2016-12-18,"Barcelona",4,"Espanol",1
2016-12-18,"La Coruna",2,"Osasuna",0
2016-12-18,"Leganes",1,"Eibar",1
2016-12-19,"Ath Bilbao",2,"Celta",1
2017-01-06,"Espanol",1,"La Coruna",1
2017-01-07,"Eibar",0,"Ath Madrid",2
2017-01-07,"Las Palmas",1,"Sp Gijon",0
2017-01-07,"Real Madrid",5,"Granada",0
2017-01-07,"Sociedad",0,"Sevilla",4
2017-01-08,"Ath Bilbao",0,"Alaves",0
2017-01-08,"Betis",2,"Leganes",0
2017-01-08,"Celta",3,"Malaga",1
2017-01-08,"Villarreal",1,"Barcelona",1
2017-01-09,"Osasuna",3,"Valencia",3
2017-01-14,"Ath Madrid",1,"Betis",0
2017-01-14,"Barcelona",5,"Las Palmas",0
2017-01-14,"La Coruna",0,"Villarreal",0
2017-01-14,"Leganes",0,"Ath Bilbao",0
2017-01-15,"Celta",1,"Alaves",0
2017-01-15,"Granada",1,"Osasuna",1
2017-01-15,"Sevilla",2,"Real Madrid",1
2017-01-15,"Sp Gijon",2,"Eibar",3
2017-01-15,"Valencia",2,"Espanol",1
2017-01-16,"Malaga",0,"Sociedad",2
2017-01-20,"Las Palmas",1,"La Coruna",1
2017-01-21,"Alaves",2,"Leganes",2
2017-01-21,"Espanol",3,"Granada",1
2017-01-21,"Real Madrid",2,"Malaga",1
2017-01-21,"Villarreal",0,"Valencia",2
2017-01-22,"Ath Bilbao",2,"Ath Madrid",2
2017-01-22,"Betis",0,"Sp Gijon",0
2017-01-22,"Eibar",0,"Barcelona",4
2017-01-22,"Osasuna",3,"Sevilla",4
2017-01-22,"Sociedad",1,"Celta",0
2017-01-27,"Osasuna",1,"Malaga",1
2017-01-28,"Alaves",0,"Ath Madrid",0
2017-01-28,"Eibar",3,"La Coruna",1
2017-01-28,"Leganes",0,"Celta",2
2017-01-28,"Villarreal",2,"Granada",0
2017-01-29,"Ath Bilbao",2,"Sp Gijon",1
2017-01-29,"Betis",1,"Barcelona",1
2017-01-29,"Espanol",3,"Sevilla",1
2017-01-29,"Real Madrid",3,"Sociedad",0
2017-01-30,"Las Palmas",3,"Valencia",1
2017-02-04,"Ath Madrid",2,"Leganes",0
2017-02-04,"Barcelona",3,"Ath Bilbao",0
2017-02-04,"Malaga",0,"Espanol",1
2017-02-04,"Valencia",0,"Eibar",4
2017-02-05,"Sevilla",0,"Villarreal",0
2017-02-05,"Sociedad",3,"Osasuna",2
2017-02-05,"Sp Gijon",2,"Alaves",4
2017-02-06,"Granada",1,"Las Palmas",0
2017-02-10,"Espanol",1,"Sociedad",2
2017-02-11,"Alaves",0,"Barcelona",6
2017-02-11,"Ath Bilbao",2,"La Coruna",1
2017-02-11,"Betis",0,"Valencia",0
2017-02-11,"Osasuna",1,"Real Madrid",3
2017-02-12,"Ath Madrid",3,"Celta",2
2017-02-12,"Las Palmas",0,"Sevilla",1
2017-02-12,"Leganes",0,"Sp Gijon",2
2017-02-12,"Villarreal",1,"Malaga",1
2017-02-13,"Eibar",4,"Granada",0
2017-02-17,"Granada",4,"Betis",1
2017-02-18,"La Coruna",0,"Alaves",1
2017-02-18,"Real Madrid",2,"Espanol",0
2017-02-18,"Sevilla",2,"Eibar",0
2017-02-18,"Sp Gijon",1,"Ath Madrid",4
2017-02-19,"Barcelona",2,"Leganes",1
2017-02-19,"Celta",3,"Osasuna",0
2017-02-19,"Sociedad",0,"Villarreal",1
2017-02-19,"Valencia",2,"Ath Bilbao",0
2017-02-20,"Malaga",2,"Las Palmas",1
2017-02-22,"Valencia",2,"Real Madrid",1
2017-02-24,"Las Palmas",0,"Sociedad",1
2017-02-25,"Alaves",2,"Valencia",1
2017-02-25,"Betis",1,"Sevilla",2
2017-02-25,"Eibar",3,"Malaga",0
2017-02-25,"Leganes",4,"La Coruna",0
2017-02-26,"Ath Bilbao",3,"Granada",1
2017-02-26,"Ath Madrid",1,"Barcelona",2
2017-02-26,"Espanol",3,"Osasuna",0
2017-02-26,"Sp Gijon",1,"Celta",1
2017-02-26,"Villarreal",2,"Real Madrid",3
2017-02-28,"Malaga",1,"Betis",2
2017-02-28,"Sociedad",2,"Eibar",2
2017-02-28,"Valencia",1,"Leganes",0
2017-03-01,"Barcelona",6,"Sp Gijon",1
2017-03-01,"Celta",2,"Espanol",2
2017-03-01,"Granada",2,"Alaves",1
2017-03-01,"Osasuna",1,"Villarreal",4
2017-03-01,"Real Madrid",3,"Las Palmas",3
2017-03-02,"La Coruna",1,"Ath Madrid",1
2017-03-02,"Sevilla",1,"Ath Bilbao",0
2017-03-03,"Betis",2,"Sociedad",3
2017-03-04,"Barcelona",5,"Celta",0
2017-03-04,"Eibar",1,"Real Madrid",4
2017-03-04,"Leganes",1,"Granada",0
2017-03-04,"Villarreal",2,"Espanol",0
2017-03-05,"Ath Bilbao",1,"Malaga",0
2017-03-05,"Ath Madrid",3,"Valencia",0
2017-03-05,"Las Palmas",5,"Osasuna",2
2017-03-05,"Sp Gijon",0,"La Coruna",1
2017-03-06,"Alaves",1,"Sevilla",1
2017-03-08,"La Coruna",1,"Betis",1
2017-03-10,"Espanol",4,"Las Palmas",3
2017-03-11,"Granada",0,"Ath Madrid",1
2017-03-11,"Malaga",1,"Alaves",2
2017-03-11,"Sevilla",1,"Leganes",1
2017-03-11,"Valencia",1,"Sp Gijon",1
2017-03-12,"Celta",0,"Villarreal",1
2017-03-12,"La Coruna",2,"Barcelona",1
2017-03-12,"Real Madrid",2,"Betis",1
2017-03-12,"Sociedad",0,"Ath Bilbao",2
2017-03-13,"Osasuna",1,"Eibar",1
2017-03-17,"Las Palmas",1,"Villarreal",0
2017-03-18,"Alaves",1,"Sociedad",0
2017-03-18,"Ath Bilbao",1,"Real Madrid",2
2017-03-18,"Betis",2,"Osasuna",0
2017-03-18,"Eibar",1,"Espanol",1
2017-03-19,"Ath Madrid",3,"Sevilla",1
2017-03-19,"Barcelona",4,"Valencia",2
2017-03-19,"La Coruna",0,"Celta",1
2017-03-19,"Leganes",0,"Malaga",0
2017-03-19,"Sp Gijon",3,"Granada",1
2017-03-31,"Espanol",2,"Betis",1
2017-04-01,"Malaga",0,"Ath Madrid",2
2017-04-01,"Osasuna",1,"Ath Bilbao",2
2017-04-01,"Sociedad",1,"Leganes",1
2017-04-01,"Villarreal",2,"Eibar",3
2017-04-02,"Granada",1,"Barcelona",4
2017-04-02,"Real Madrid",3,"Alaves",0
2017-04-02,"Sevilla",0,"Sp Gijon",0
2017-04-02,"Valencia",3,"La Coruna",0
2017-04-03,"Celta",3,"Las Palmas",1
2017-04-04,"Ath Bilbao",2,"Espanol",0
2017-04-04,"Ath Madrid",1,"Sociedad",0
2017-04-04,"Betis",0,"Villarreal",1
2017-04-05,"Alaves",0,"Osasuna",1
2017-04-05,"Barcelona",3,"Sevilla",0
2017-04-05,"La Coruna",0,"Granada",0
2017-04-05,"Leganes",2,"Real Madrid",4
2017-04-05,"Sp Gijon",0,"Malaga",1
2017-04-06,"Eibar",3,"Las Palmas",1
2017-04-06,"Valencia",3,"Celta",2
2017-04-07,"Villarreal",3,"Ath Bilbao",1
2017-04-08,"Espanol",1,"Alaves",0
2017-04-08,"Malaga",2,"Barcelona",0
2017-04-08,"Real Madrid",1,"Ath Madrid",1
2017-04-08,"Sevilla",4,"La Coruna",2
2017-04-09,"Celta",0,"Eibar",2
2017-04-09,"Granada",1,"Valencia",3
2017-04-09,"Las Palmas",4,"Betis",1
2017-04-09,"Osasuna",2,"Leganes",1
2017-04-10,"Sociedad",3,"Sp Gijon",1
2017-04-14,"Ath Bilbao",5,"Las Palmas",1
2017-04-15,"Ath Madrid",3,"Osasuna",0
2017-04-15,"Barcelona",3,"Sociedad",2
2017-04-15,"La Coruna",2,"Malaga",0
2017-04-15,"Sp Gijon",2,"Real Madrid",3
2017-04-16,"Betis",2,"Eibar",0
2017-04-16,"Granada",0,"Celta",3
2017-04-16,"Leganes",0,"Espanol",1
2017-04-16,"Valencia",0,"Sevilla",0
2017-04-17,"Alaves",2,"Villarreal",1
2017-04-21,"Sevilla",2,"Granada",0
2017-04-22,"Espanol",0,"Ath Madrid",1
2017-04-22,"Malaga",2,"Valencia",0
2017-04-22,"Osasuna",2,"Sp Gijon",2
2017-04-22,"Villarreal",2,"Leganes",1
2017-04-23,"Celta",0,"Betis",1
2017-04-23,"Las Palmas",1,"Alaves",1
2017-04-23,"Real Madrid",2,"Barcelona",3
2017-04-23,"Sociedad",1,"La Coruna",0
2017-04-24,"Eibar",0,"Ath Bilbao",1
2017-04-25,"Ath Madrid",0,"Villarreal",1
2017-04-25,"Granada",0,"Malaga",2
2017-04-25,"Sp Gijon",1,"Espanol",1
2017-04-26,"Barcelona",7,"Osasuna",1
2017-04-26,"La Coruna",2,"Real Madrid",6
2017-04-26,"Leganes",3,"Las Palmas",0
2017-04-26,"Valencia",2,"Sociedad",3
2017-04-27,"Alaves",0,"Eibar",0
2017-04-27,"Ath Bilbao",2,"Betis",1
2017-04-27,"Sevilla",2,"Celta",1
2017-04-28,"Villarreal",3,"Sp Gijon",1
2017-04-29,"Espanol",0,"Barcelona",3
2017-04-29,"Las Palmas",0,"Ath Madrid",5
2017-04-29,"Real Madrid",2,"Valencia",1
2017-04-29,"Sociedad",2,"Granada",1
2017-04-30,"Betis",1,"Alaves",4
2017-04-30,"Celta",0,"Ath Bilbao",3
2017-04-30,"Eibar",2,"Leganes",0
2017-04-30,"Osasuna",2,"La Coruna",2
2017-05-01,"Malaga",4,"Sevilla",2
2017-05-05,"Sevilla",1,"Sociedad",1
2017-05-06,"Ath Madrid",1,"Eibar",0
2017-05-06,"Barcelona",4,"Villarreal",1
2017-05-06,"Granada",0,"Real Madrid",4
2017-05-06,"Sp Gijon",1,"Las Palmas",0
2017-05-07,"Alaves",1,"Ath Bilbao",0
2017-05-07,"La Coruna",1,"Espanol",2
2017-05-07,"Malaga",3,"Celta",0
2017-05-07,"Valencia",4,"Osasuna",1
2017-05-08,"Leganes",4,"Betis",0
2017-05-13,"Espanol",0,"Valencia",1
2017-05-13,"Osasuna",2,"Granada",1
2017-05-14,"Alaves",3,"Celta",1
2017-05-14,"Ath Bilbao",1,"Leganes",1
2017-05-14,"Betis",1,"Ath Madrid",1
2017-05-14,"Eibar",0,"Sp Gijon",1
2017-05-14,"Las Palmas",1,"Barcelona",4
2017-05-14,"Real Madrid",4,"Sevilla",1
2017-05-14,"Sociedad",2,"Malaga",2
2017-05-14,"Villarreal",0,"La Coruna",0
2017-05-17,"Celta",1,"Real Madrid",4
2017-05-19,"Granada",1,"Espanol",2
2017-05-20,"La Coruna",3,"Las Palmas",0
2017-05-20,"Leganes",1,"Alaves",1
2017-05-20,"Sevilla",5,"Osasuna",0
2017-05-20,"Sp Gijon",2,"Betis",2
2017-05-21,"Ath Madrid",3,"Ath Bilbao",1
2017-05-21,"Barcelona",4,"Eibar",2
2017-05-21,"Celta",2,"Sociedad",2
2017-05-21,"Malaga",0,"Real Madrid",2
2017-05-21,"Valencia",1,"Villarreal",3
2017-08-18,"Leganes",1,"Alaves",0
2017-08-18,"Valencia",1,"Las Palmas",0
2017-08-19,"Celta",2,"Sociedad",3
2017-08-19,"Girona",2,"Ath Madrid",2
2017-08-19,"Sevilla",1,"Espanol",1
2017-08-20,"Ath Bilbao",0,"Getafe",0
2017-08-20,"Barcelona",2,"Betis",0
2017-08-20,"La Coruna",0,"Real Madrid",3
2017-08-21,"Levante",1,"Villarreal",0
2017-08-21,"Malaga",0,"Eibar",1
2017-08-25,"Betis",2,"Celta",1
2017-08-25,"Sociedad",3,"Villarreal",0
2017-08-26,"Alaves",0,"Barcelona",2
2017-08-26,"Girona",1,"Malaga",0
2017-08-26,"Las Palmas",1,"Ath Madrid",5
2017-08-26,"Levante",2,"La Coruna",2
2017-08-27,"Eibar",0,"Ath Bilbao",1
2017-08-27,"Espanol",0,"Leganes",1
2017-08-27,"Getafe",0,"Sevilla",1
2017-08-27,"Real Madrid",2,"Valencia",2
2017-09-08,"Leganes",1,"Getafe",2
2017-09-09,"Barcelona",5,"Espanol",0
2017-09-09,"Real Madrid",1,"Levante",1
2017-09-09,"Sevilla",3,"Eibar",0
2017-09-09,"Valencia",0,"Ath Madrid",0
2017-09-10,"Ath Bilbao",2,"Girona",0
2017-09-10,"Celta",1,"Alaves",0
2017-09-10,"La Coruna",2,"Sociedad",4
2017-09-10,"Villarreal",3,"Betis",1
2017-09-11,"Malaga",1,"Las Palmas",3
2017-09-15,"Eibar",1,"Leganes",0
2017-09-16,"Ath Madrid",1,"Malaga",0
2017-09-16,"Betis",2,"La Coruna",1
2017-09-16,"Getafe",1,"Barcelona",2
2017-09-16,"Levante",1,"Valencia",1
2017-09-17,"Alaves",0,"Villarreal",3
2017-09-17,"Girona",0,"Sevilla",1
2017-09-17,"Las Palmas",1,"Ath Bilbao",0
2017-09-17,"Sociedad",1,"Real Madrid",3
2017-09-18,"Espanol",2,"Celta",1
2017-09-19,"Barcelona",6,"Eibar",1
2017-09-19,"Valencia",5,"Malaga",0
2017-09-20,"Ath Bilbao",1,"Ath Madrid",2
2017-09-20,"La Coruna",1,"Alaves",0
2017-09-20,"Leganes",0,"Girona",0
2017-09-20,"Real Madrid",0,"Betis",1
2017-09-20,"Sevilla",1,"Las Palmas",0
2017-09-21,"Celta",1,"Getafe",1
2017-09-21,"Levante",3,"Sociedad",0
2017-09-21,"Villarreal",0,"Espanol",0
2017-09-23,"Alaves",1,"Real Madrid",2
2017-09-23,"Ath Madrid",2,"Sevilla",0
2017-09-23,"Girona",0,"Barcelona",3
2017-09-23,"Malaga",3,"Ath Bilbao",3
2017-09-24,"Eibar",0,"Celta",4
2017-09-24,"Espanol",4,"La Coruna",1
2017-09-24,"Getafe",4,"Villarreal",0
2017-09-24,"Las Palmas",0,"Leganes",2
2017-09-24,"Sociedad",2,"Valencia",3
2017-09-25,"Betis",4,"Levante",0
2017-09-29,"Celta",3,"Girona",3
2017-09-30,"La Coruna",2,"Getafe",1
2017-09-30,"Leganes",0,"Ath Madrid",0
2017-09-30,"Levante",0,"Alaves",2
2017-09-30,"Sevilla",2,"Malaga",0
2017-10-01,"Barcelona",3,"Las Palmas",0
2017-10-01,"Real Madrid",2,"Espanol",0
2017-10-01,"Sociedad",4,"Betis",4
2017-10-01,"Valencia",3,"Ath Bilbao",2
2017-10-01,"Villarreal",3,"Eibar",0
2017-10-13,"Espanol",0,"Levante",0
2017-10-14,"Alaves",0,"Sociedad",2
2017-10-14,"Ath Bilbao",1,"Sevilla",0
2017-10-14,"Ath Madrid",1,"Barcelona",1
2017-10-14,"Getafe",1,"Real Madrid",2
2017-10-15,"Betis",3,"Valencia",6
2017-10-15,"Eibar",0,"La Coruna",0
2017-10-15,"Girona",1,"Villarreal",2
2017-10-15,"Malaga",0,"Leganes",2
2017-10-16,"Las Palmas",2,"Celta",5
2017-10-21,"Barcelona",2,"Malaga",0
2017-10-21,"Betis",2,"Alaves",0
2017-10-21,"Levante",1,"Getafe",1
2017-10-21,"Valencia",4,"Sevilla",0
2017-10-22,"Celta",0,"Ath Madrid",1
2017-10-22,"Leganes",1,"Ath Bilbao",0
2017-10-22,"Real Madrid",3,"Eibar",0
2017-10-22,"Villarreal",4,"Las Palmas",0
2017-10-23,"La Coruna",1,"Girona",2
2017-10-23,"Sociedad",1,"Espanol",1
2017-10-28,"Alaves",1,"Valencia",2
2017-10-28,"Ath Bilbao",0,"Barcelona",2
2017-10-28,"Ath Madrid",1,"Villarreal",1
2017-10-28,"Sevilla",2,"Leganes",1
2017-10-29,"Eibar",2,"Levante",2
2017-10-29,"Getafe",2,"Sociedad",1
2017-10-29,"Girona",2,"Real Madrid",1
2017-10-29,"Malaga",2,"Celta",1
2017-10-30,"Espanol",1,"Betis",0
2017-10-30,"Las Palmas",1,"La Coruna",3
2017-11-03,"Betis",2,"Getafe",2
2017-11-04,"Alaves",1,"Espanol",0
2017-11-04,"Barcelona",2,"Sevilla",1
2017-11-04,"La Coruna",0,"Ath Madrid",1
2017-11-04,"Valencia",3,"Leganes",0
2017-11-05,"Celta",3,"Ath Bilbao",1
2017-11-05,"Levante",1,"Girona",2
2017-11-05,"Real Madrid",3,"Las Palmas",0
2017-11-05,"Sociedad",3,"Eibar",1
2017-11-05,"Villarreal",2,"Malaga",0
2017-11-17,"Girona",1,"Sociedad",1
2017-11-18,"Ath Madrid",0,"Real Madrid",0
2017-11-18,"Getafe",4,"Alaves",1
2017-11-18,"Leganes",0,"Barcelona",3
2017-11-18,"Sevilla",2,"Celta",1
2017-11-19,"Ath Bilbao",1,"Villarreal",1
2017-11-19,"Espanol",0,"Valencia",2
2017-11-19,"Las Palmas",0,"Levante",2
2017-11-19,"Malaga",3,"La Coruna",2
2017-11-20,"Eibar",5,"Betis",0
2017-11-24,"Celta",1,"Leganes",0
2017-11-25,"Alaves",1,"Eibar",2
2017-11-25,"Betis",2,"Girona",2
2017-11-25,"Levante",0,"Ath Madrid",5
2017-11-25,"Real Madrid",3,"Malaga",2
2017-11-26,"La Coruna",2,"Ath Bilbao",2
2017-11-26,"Sociedad",2,"Las Palmas",2
2017-11-26,"Valencia",1,"Barcelona",1
2017-11-26,"Villarreal",2,"Sevilla",3
2017-11-27,"Espanol",1,"Getafe",0
2017-12-01,"Malaga",0,"Levante",0
2017-12-02,"Ath Bilbao",0,"Real Madrid",0
2017-12-02,"Ath Madrid",2,"Sociedad",1
2017-12-02,"Barcelona",2,"Celta",2
2017-12-02,"Sevilla",2,"La Coruna",0
2017-12-03,"Eibar",3,"Espanol",1
2017-12-03,"Getafe",1,"Valencia",0
2017-12-03,"Las Palmas",1,"Betis",0
2017-12-03,"Leganes",3,"Villarreal",1
2017-12-04,"Girona",2,"Alaves",3
2017-12-08,"Alaves",2,"Las Palmas",0
2017-12-09,"Getafe",0,"Eibar",0
2017-12-09,"La Coruna",1,"Leganes",0
2017-12-09,"Real Madrid",5,"Sevilla",0
2017-12-09,"Valencia",2,"Celta",1
2017-12-10,"Betis",0,"Ath Madrid",1
2017-12-10,"Levante",1,"Ath Bilbao",2
2017-12-10,"Sociedad",0,"Malaga",2
2017-12-10,"Villarreal",0,"Barcelona",2
2017-12-11,"Espanol",0,"Girona",1
2017-12-15,"Sevilla",0,"Levante",0
2017-12-16,"Ath Bilbao",0,"Sociedad",0
2017-12-16,"Ath Madrid",1,"Alaves",0
2017-12-16,"Eibar",2,"Valencia",1
2017-12-17,"Barcelona",4,"La Coruna",0
2017-12-17,"Celta",0,"Villarreal",1
2017-12-17,"Girona",1,"Getafe",0
2017-12-17,"Las Palmas",2,"Espanol",2
2017-12-18,"Malaga",0,"Betis",2
2017-12-19,"Levante",0,"Leganes",0
2017-12-20,"Getafe",2,"Las Palmas",0
2017-12-20,"Sociedad",3,"Sevilla",1
2017-12-21,"Alaves",1,"Malaga",0
2017-12-21,"Eibar",4,"Girona",1
2017-12-22,"Betis",0,"Ath Bilbao",2
2017-12-22,"Espanol",1,"Ath Madrid",0
2017-12-23,"La Coruna",1,"Celta",3
2017-12-23,"Real Madrid",0,"Barcelona",3
2017-12-23,"Valencia",0,"Villarreal",1
2018-01-06,"Ath Madrid",2,"Getafe",0
2018-01-06,"Las Palmas",1,"Eibar",2
2018-01-06,"Sevilla",3,"Betis",5
2018-01-06,"Valencia",2,"Girona",1
2018-01-07,"Ath Bilbao",2,"Alaves",0
2018-01-07,"Barcelona",3,"Levante",0
2018-01-07,"Celta",2,"Real Madrid",2
2018-01-07,"Leganes",1,"Sociedad",0
2018-01-07,"Villarreal",1,"La Coruna",1
2018-01-08,"Malaga",0,"Espanol",1
2018-01-12,"Getafe",1,"Malaga",0
2018-01-13,"Eibar",0,"Ath Madrid",1
2018-01-13,"Girona",6,"Las Palmas",0
2018-01-13,"La Coruna",1,"Valencia",2
2018-01-13,"Real Madrid",0,"Villarreal",1
2018-01-14,"Alaves",1,"Sevilla",0
2018-01-14,"Espanol",1,"Ath Bilbao",1
2018-01-14,"Levante",0,"Celta",1
2018-01-14,"Sociedad",2,"Barcelona",4
2018-01-15,"Betis",3,"Leganes",2
